filename,chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
cat_1.wav,0.4902680814266205,0.02836170606315136,1532.4459831084885,1642.5056427617455,3179.825492527174,0.07707160649585922,-316.01019287109375,130.9508056640625,-19.62565040588379,37.88703536987305,-7.202529430389404,14.094849586486816,-9.078204154968262,3.250739097595215,-1.6972311735153198,-0.23110879957675934,3.2317521572113037,-3.2166662216186523,1.5898417234420776,-9.186467170715332,-0.08610983192920685,-5.72212553024292,-0.04456254467368126,-5.097544193267822,-2.0492191314697266,-0.26275211572647095,cat
cat_10.wav,0.3420502245426178,0.10143372416496277,2585.100473509308,1660.5557321520096,4447.616644965277,0.17215470679012346,-289.7843322753906,19.93292236328125,-87.98625946044922,26.221778869628906,-32.781150817871094,15.979036331176758,-28.91757583618164,9.893177032470703,6.386388301849365,4.214934825897217,0.07474040985107422,-3.4339358806610107,2.9119324684143066,-17.241531372070312,5.861963272094727,-9.826478004455566,7.310463905334473,11.654932022094727,17.640865325927734,17.503517150878906,cat
cat_100.wav,0.2577145993709564,0.22421421110630035,1884.100373851767,1532.0068652787465,3504.52880859375,0.11050851004464286,-194.1560821533203,96.25028228759766,-44.438072204589844,41.6268424987793,-21.59219741821289,19.34910011291504,-0.2880702316761017,0.6055943369865417,-5.801214694976807,-5.303532123565674,10.850778579711914,4.363003253936768,27.80223274230957,1.956935167312622,-15.019845962524414,-15.748174667358398,-13.17662239074707,4.247686862945557,1.654975175857544,-18.195438385009766,cat
cat_101.wav,0.39775314927101135,0.06492929905653,1908.8523201376568,1700.5592093618377,3715.8667779737902,0.11223873015372984,-260.6388854980469,90.66973876953125,-41.669639587402344,0.6747404336929321,-28.410783767700195,1.0206533670425415,-18.489160537719727,-11.60791015625,-4.7788615226745605,-7.162281513214111,-8.624866485595703,-12.645851135253906,-3.5641086101531982,-12.358790397644043,-3.825286388397217,-5.312829494476318,-3.4395644664764404,-2.4511778354644775,-2.4120981693267822,1.5701106786727905,cat
cat_102.wav,0.36533936858177185,0.05200934782624245,1756.3887315201534,1624.0410931994436,3353.8731343877294,0.10062671047606925,-280.03094482421875,109.93842315673828,-48.04194259643555,5.455308437347412,-34.924095153808594,6.428154945373535,-21.479692459106445,-9.50996208190918,-6.877504348754883,-5.538686752319336,-6.546352386474609,-13.659314155578613,-4.8669915199279785,-14.70980167388916,-3.6117398738861084,-7.10612154006958,1.3116523027420044,-0.5997968316078186,4.544626235961914,8.665427207946777,cat
cat_103.wav,0.39129775762557983,0.04492608830332756,1759.4302366407303,1635.5760500563908,3393.270454923235,0.10230767196566731,-283.51312255859375,110.42778015136719,-46.494625091552734,8.091955184936523,-31.841407775878906,5.13286828994751,-21.69527816772461,-8.383384704589844,-6.338016510009766,-6.328020095825195,-7.003705978393555,-13.943419456481934,-4.845384120941162,-13.666162490844727,-2.067901372909546,-4.145745754241943,4.453002452850342,0.03173261508345604,1.8833695650100708,4.3572001457214355,cat
cat_105.wav,0.5615455508232117,0.027399025857448578,1813.1100390651857,1952.4473737340065,4123.3565481085525,0.08208169621101365,-289.86834716796875,122.63435363769531,-35.0379524230957,58.13691711425781,-17.889842987060547,39.65764236450195,-12.85813045501709,21.474096298217773,-2.433626890182495,10.112190246582031,7.345564365386963,-3.6225595474243164,7.128801345825195,-8.936882972717285,10.892452239990234,-5.616646766662598,8.425649642944336,-5.224138259887695,3.761932849884033,-0.7668544054031372,cat
cat_106.wav,0.583239734172821,0.03395053371787071,1778.4618266130537,1903.2877148143677,3955.382852166949,0.07669793429642166,-273.3191223144531,124.51582336425781,-42.301212310791016,61.78403091430664,-16.230396270751953,41.39081954956055,-13.816266059875488,20.597936630249023,-3.271544933319092,11.048036575317383,7.05756950378418,-3.676232099533081,6.633486747741699,-8.980493545532227,12.618555068969727,-5.519737720489502,8.346714973449707,-5.004885196685791,5.08119535446167,-0.37136900424957275,cat
cat_107.wav,0.5800040364265442,0.03789232671260834,1700.9123768053046,1864.6194053634765,3757.0857920545213,0.07183023301499034,-262.13018798828125,126.194091796875,-36.404296875,57.451515197753906,-11.363728523254395,39.777244567871094,-12.21623420715332,16.068973541259766,-4.643462657928467,7.799792289733887,4.993401050567627,-6.57424783706665,3.5364537239074707,-7.856337547302246,12.614543914794922,-4.815083026885986,7.775071620941162,-3.863001585006714,4.157642841339111,0.13275712728500366,cat
cat_108.wav,0.3331560492515564,0.14497482776641846,2197.4421073730755,1495.8473338991832,3663.6280473456327,0.15577348456325302,-261.0142517089844,68.59294128417969,-68.4347152709961,57.70943832397461,-30.12480926513672,17.51302719116211,3.363290548324585,11.571771621704102,20.188722610473633,26.534320831298828,28.560876846313477,8.683685302734375,6.403881549835205,-19.294654846191406,-3.0212814807891846,7.622445583343506,13.059220314025879,1.393409252166748,3.164120674133301,21.346397399902344,cat
